UID,ApplicationDate,Amount,Term,EmploymentType,LoanPurpose,Success
2866018,04/04/2020,1000,60,Employed - full time,Kids school stuff,0
2870941,04/04/2020,8500,48,Employed - full time,Living,0
2873718,05/04/2020,10000,24,Employed - full time,Other,0
2880386,05/04/2020,2000,12,Employed - full time,Unexpected expense,0
2882553,05/04/2020,10000,48,Employed - full time,New golf clubs,0
2885256,05/04/2020,16000,48,Employed - full time,Other,0
2887222,06/04/2020,10000,60,Employed - full time,Furniture,0
2892234,06/04/2020,5000,36,Employed - full time,Garden emprovment,1
2893317,06/04/2020,1000,12,Employed - full time,complete a kitchen renovation,0
2894429,06/04/2020,2000,36,Employed - full time,"Deposit on new flat, moving costs",0
2897988,06/04/2020,1000,24,Employed - part time,holiday and rent deposit,0
2905711,07/04/2020,5000,36,Employed - full time,Various things,0
2908861,07/04/2020,3000,30,Employed - part time,Various things,1
2910355,07/04/2020,5000,36,Employed - full time,Travel,1
2911986,07/04/2020,1000,24,Employed - full time,Childs new clothes,1
2913449,07/04/2020,7500,60,Employed - part time,jewellery,0
2913730,07/04/2020,1000,18,Employed - full time,Bills/ recreational,0
2914233,07/04/2020,1000,12,Employed - full time,Others,0
2916745,07/04/2020,12000,12,Employed - full time,Household items,0
2917198,07/04/2020,1500,24,Employed - full time,Much need home improvements,1
2921613,08/04/2020,1000,12,Employed - full time,build credit rating,0
2921994,08/04/2020,10000,30,Employed - full time,Course fee,1
2925153,08/04/2020,15000,60,Employed - part time,repair,0
2925625,08/04/2020,7500,48,Employed - full time,Travelling,0
2932832,08/04/2020,1000,24,Employed - full time,De,0
2940007,09/04/2020,2000,24,Employed - full time,repairs,0
2944886,09/04/2020,1000,24,Employed - full time,Loans,0
2945620,09/04/2020,6000,60,Employed - full time,other,0
2946209,09/04/2020,9000,24,Employed - full time,Baby costs,0
2949233,09/04/2020,2000,24,Employed - full time,Other,0
2950531,09/04/2020,10000,36,Employed - full time,Other,0
2950670,09/04/2020,3000,30,Employed - full time,Garden Improvements,0
2951497,09/04/2020,1500,24,Employed - full time,Other,0
2951579,09/04/2020,1000,18,Employed - full time,holidau,0
2951679,09/04/2020,5000,60,Employed - full time,RENT,1
2952780,09/04/2020,1900,12,Employed - full time,bills & redecoration,0
2955702,10/04/2020,4000,24,Employed - full time,Other,0
2959595,10/04/2020,8000,60,Employed - full time,Shopping,0
2965354,10/04/2020,5100,48,Employed - full time,consolidate and holiday,0
2965859,10/04/2020,5000,48,Employed - full time,Gastric band,1
2969246,11/04/2020,10000,24,Employed - full time,new flat,0
2971166,11/04/2020,15000,48,Employed - full time,new flat,0
2972479,11/04/2020,6500,36,Employed - full time,Horse,0
2975200,11/04/2020,1000,12,Employed - full time,Cosmetic dentistry,1
2976281,11/04/2020,2000,36,Employed - full time,Engagement,0
2982429,11/04/2020,10000,24,Employed - full time,Personal loan,0
2983076,11/04/2020,2000,12,Employed - full time,Loan,0
2983130,11/04/2020,1000,12,Employed - full time,household items,0
2984395,11/04/2020,8000,60,Employed - full time,School Bills,0
2985742,11/04/2020,1000,12,Employed - part time,Vet,0
2992950,12/04/2020,10000,60,Employed - full time,Un expected costs,1
2994644,12/04/2020,1000,12,Employed - full time,household goods,0
2997724,12/04/2020,7000,60,Employed - full time,OTHER,0
3000675,13/04/2020,20000,60,Employed - full time,employed,0
3003462,13/04/2020,5000,60,Employed - full time,Vet bills,0
3005907,13/04/2020,5000,60,Employed - part time,Unexpected expense,0
3007185,13/04/2020,5000,48,Employed - part time,house hold goods,0
3008828,13/04/2020,3500,48,Employed - full time,Investment,0
3012988,13/04/2020,2000,24,Employed - full time,Dept management,1
3016514,13/04/2020,2000,60,Employed - full time,Other,0
3018253,14/04/2020,5000,36,Employed - full time,Other,0
3021071,14/04/2020,20000,24,Employed - full time,remont,0
3023815,14/04/2020,5000,36,Employed - full time,Bike,0
3032068,14/04/2020,7000,48,Employed - full time,life event,1
3036002,15/04/2020,5000,12,Employed - full time,Furniture,0
3049381,15/04/2020,3500,36,Employed - full time,Everyday,0
3071925,17/04/2020,5000,54,Employed - full time,sports goods,0
3072304,17/04/2020,3000,12,Employed - full time,Personal loan,0
3073253,17/04/2020,5000,60,Employed - full time,"home,car",0
3083945,17/04/2020,5000,36,Employed - full time,University,0
3085508,17/04/2020,3000,48,Employed - full time,household goods,0
3087967,17/04/2020,9000,60,Employed - full time,To cover loan with higher apr,0
3096248,18/04/2020,10000,60,Employed - full time,Other,0
3096815,18/04/2020,10000,48,Employed - full time,general spending,0
3097902,18/04/2020,1000,12,Employed - full time,Debt/household goods,0
3101841,18/04/2020,1000,36,Employed - full time,Student Loan,0
3104271,18/04/2020,1000,24,Employed - full time,Engagement Ring,0
3105555,18/04/2020,10000,60,Employed - full time,Setting up new house and car,0
3109984,19/04/2020,10000,60,Employed - full time,pay debts/new car,0
3110229,19/04/2020,4000,24,Employed - full time,Transport,0
3111217,19/04/2020,15000,36,Employed - full time,other,0
3113782,19/04/2020,3000,12,Employed - full time,Debt and home improvement,0
3114407,19/04/2020,18000,60,Employed - full time,Groceries,0
3114704,19/04/2020,8000,48,Employed - full time,Household Appliances,0
3122822,20/04/2020,10000,60,Employed - part time,other,0
3123135,20/04/2020,1000,24,Employed - full time,Household Appliances,0
3126770,20/04/2020,1000,18,Employed - full time,Gas and electricity bill,0
3129322,20/04/2020,2500,12,Employed - full time,Other,0
3130891,20/04/2020,6000,36,Employed - full time,Credit card and business venture,1
3133187,20/04/2020,2500,12,Employed - full time,Gas and electricity bill,0
3140590,21/04/2020,3000,24,Employed - full time,vet bills,0
3142403,21/04/2020,10000,60,Employed - full time,Vets bills,0
3145783,21/04/2020,10000,60,Employed - full time,Bits and bobs,0
3148353,21/04/2020,5000,48,Employed - full time,Marriage,0
3148598,21/04/2020,1000,12,Employed - full time,Other,0
3154599,21/04/2020,1000,24,Employed - full time,Rent,0
3158791,21/04/2020,1000,12,Employed - full time,Something else,0
3160977,22/04/2020,1000,24,Employed - part time,Other,0
3160994,22/04/2020,1000,12,Employed - full time,garden improvements,0
3167341,22/04/2020,2000,24,Employed - full time,Car and to clear credit card,1
3167818,22/04/2020,3000,24,Employed - full time,construction bill,0
3172482,22/04/2020,1500,12,Employed - full time,Various purposes,0
3178989,23/04/2020,1000,48,Employed - full time,Vet bills,0
3183709,23/04/2020,5000,60,Employed - full time,Honeymoon and car repairs,0
3184002,23/04/2020,1000,12,Employed - full time,other,0
3198782,24/04/2020,6000,60,Employed - full time,roof repair,1
3203562,24/04/2020,15000,60,Employed - full time,multipurpose,0
3206461,24/04/2020,4000,24,Employed - full time,carpets,0
3208179,24/04/2020,2000,36,Employed - full time,Household,0
3209584,24/04/2020,2000,24,Employed - full time,Furniture,0
3211692,24/04/2020,7120,36,Employed - full time,Build credit rating,0
3215696,25/04/2020,10000,12,Employed - full time,Vets bills,0
3220882,25/04/2020,1000,24,Employed - full time,Improvements,0
3223442,25/04/2020,15000,60,Retired,Tuition fee and other expenses,0
3228795,26/04/2020,1000,12,Employed - full time,Purchase of a rare breed of dog,0
3230848,26/04/2020,5000,60,Employed - full time,Pay of old bills,0
3234802,26/04/2020,8000,24,Employed - full time,Buying new oven,0
3237807,26/04/2020,3000,12,Employed - full time,separation costs,0
3238625,26/04/2020,15000,60,Employed - full time,Consolidation. Holiday,0
3238778,26/04/2020,2500,48,Employed - full time,Personal loan,0
3243509,27/04/2020,1000,12,Employed - full time,Household items,0
3245889,27/04/2020,5000,48,Employed - full time,partner seperation,0
3248238,27/04/2020,5000,24,Employed - full time,Helping family member,0
3250237,27/04/2020,13000,36,Employed - full time,Motor,0
3252428,27/04/2020,10000,24,Employed - full time,Consolidation and a car,0
3255123,27/04/2020,7500,60,Employed - full time,repairs,0
3255931,27/04/2020,2000,18,Employed - full time,personal expenses,0
3263364,28/04/2020,8800,24,Employed - full time,Other,0
3279296,29/04/2020,10000,36,Employed - full time,Daughters baptism,0
3282076,29/04/2020,20000,60,Employed - full time,Emergency,0
3288033,29/04/2020,7000,48,Employed - full time,"Holiday, consolidating debts",0
3288086,29/04/2020,2000,36,Employed - full time,Unexpected cosr,0
3289904,29/04/2020,1000,24,Employed - full time,Family get together,0
3294723,29/04/2020,1000,24,Employed - full time,Myself,0
3294957,29/04/2020,4000,36,Employed - full time,Others,0
3300762,30/04/2020,5000,60,Employed - full time,Household appliance,0
3309329,30/04/2020,7500,60,Employed - full time,Other,0
3315593,30/04/2020,2000,36,Employed - full time,Household items,1
3316251,01/05/2020,1000,12,Employed - full time,Furniture,0
3320852,01/05/2020,5000,36,Employed - full time,Vet bills,0
3322330,01/05/2020,2000,24,Employed - full time,credit cards/holiday,0
3329921,01/05/2020,10000,48,Employed - full time,Burial,0
3330776,01/05/2020,3000,24,Retired,Other,0
3331708,01/05/2020,15000,54,Employed - full time,special occasion,0
3335466,02/05/2020,10000,36,Employed - full time,Bills and home improvements,0
3340301,02/05/2020,1000,12,Employed - full time,Payables,0
3344606,02/05/2020,8000,36,Employed - full time,School clothes,1
3358525,03/05/2020,4000,54,Employed - full time,My dad's  hart operation,0
3369253,03/05/2020,1000,12,Employed - full time,Baby items,0
3369765,03/05/2020,7500,48,Employed - full time,Replacement goods,0
3383973,04/05/2020,7000,60,Employed - full time,School clothes,0
3385542,04/05/2020,15000,36,Employed - full time,Other,0
3392959,04/05/2020,8000,24,Employed - full time,Vacation,0
3394158,04/05/2020,1000,12,Employed - full time,Baby,0
3394566,04/05/2020,5000,36,Employed - full time,other,0
3396593,04/05/2020,10000,60,Employed - full time,BILL REDUCTION,0
3413932,05/05/2020,1500,60,Employed - full time,shopping,0
3427775,06/05/2020,1000,12,Employed - full time,emergency,0
3428647,06/05/2020,20000,60,Employed - full time,General things,0
3433408,06/05/2020,8000,60,Employed - full time,Put bills all in one,0
3433522,06/05/2020,4000,60,Employed - full time,Bills.   Debts,0
3436331,06/05/2020,10000,24,Employed - full time,New nan,0
3436339,06/05/2020,15000,60,Employed - full time,short term cash,0
3436652,06/05/2020,1500,24,Employed - full time,Emergency,0
3444818,07/05/2020,2500,12,Employed - full time,FURNITURE,1
3456101,07/05/2020,1000,36,Employed - full time,Replacing old catering trailer,0
3461765,08/05/2020,1000,12,Employed - full time,plumbing repairs,0
3475371,08/05/2020,5000,12,Employed - full time,garden improvements,0
3476774,08/05/2020,12000,36,Employed - full time,roof lantern,0
3479063,09/05/2020,1000,12,Employed - full time,Completing home extension,0
3484209,09/05/2020,2000,36,Employed - full time,to live on,1
3485846,09/05/2020,2000,24,Employed - full time,leisure,0
3485966,09/05/2020,20000,60,Employed - full time,Work materials,0
3486304,09/05/2020,10000,60,Employed - full time,kids beds,0
3499782,10/05/2020,3000,18,Employed - full time,Bank,0
3500521,10/05/2020,15000,60,Employed - full time,New roof,0
3500984,10/05/2020,1600,12,Employed - full time,Child school fees,1
3503877,10/05/2020,3000,48,Employed - full time,Engagement ring,0
3503973,10/05/2020,3000,24,Employed - full time,Intensive driving course and car,0
3504353,10/05/2020,6000,36,Employed - full time,Travel,0
3507631,10/05/2020,1000,12,Employed - full time,VET'S BILLS,0
3510282,10/05/2020,2000,18,Employed - full time,Other,0
3516255,11/05/2020,5000,36,Employed - full time,Cosmetic Surgery,0
3517854,11/05/2020,1000,18,Employed - full time,Other,0
3527700,11/05/2020,15000,60,Employed - full time,emergency,0
3530400,11/05/2020,10000,60,Employed - full time,Engagement ring,0
3530844,11/05/2020,3000,48,Employed - full time,Legal fees,0
3536030,11/05/2020,3500,36,Employed - full time,Spending money,0
3547445,12/05/2020,2000,60,Employed - full time,dentist bills,0
3547609,12/05/2020,2000,48,Employed - full time,Do  up,0
3550873,12/05/2020,10000,18,Employed - full time,Other,0
3559575,12/05/2020,2000,36,Employed - full time,Starting new job/ Moving out,1
3564649,13/05/2020,7500,48,Employed - full time,Other,0
3568844,13/05/2020,5000,60,Employed - part time,Visa fees,0
3595396,14/05/2020,10000,60,Employed - full time,vet bill,0
3602558,14/05/2020,12500,60,Employed - full time,Pay visa of and home improvements,0
3608902,15/05/2020,500,24,Employed - full time,unexpected emergency,0
3614772,15/05/2020,6500,48,Employed - part time,Holiday funds,1
3621790,15/05/2020,1000,30,Employed - full time,medical,0
3623397,15/05/2020,10000,48,Employed - full time,Windows,0
3626772,15/05/2020,10000,48,Employed - full time,Medical,0
3627139,15/05/2020,3000,48,Employed - full time,other,0
3630268,15/05/2020,10000,36,Employed - full time,bike,0
3635312,15/05/2020,15000,60,Employed - full time,Clothes,0
3639826,16/05/2020,11500,36,Employed - full time,New carpet,0
3640011,16/05/2020,15000,48,Employed - full time,Other,0
3643431,16/05/2020,1000,12,Employed - full time,Personal loan,0
3650407,16/05/2020,10000,60,Employed - full time,One payment lower interest,0
3652506,16/05/2020,12000,48,Employed - part time,Short term cash,0
3654920,16/05/2020,1000,12,Employed - full time,Medical,0
3657629,16/05/2020,1500,12,Employed - full time,other,0
3669184,17/05/2020,1500,12,Employed - full time,Emergency,0
3673753,17/05/2020,3000,54,Employed - full time,Vets bills,1
3675755,17/05/2020,1500,48,Employed - full time,Cash bridge,1
3680204,18/05/2020,5000,60,Employed - full time,New property expenses,0
3699230,18/05/2020,5000,36,Employed - full time,household items,0
3700588,18/05/2020,1000,12,Employed - full time,Vtt bill,0
3704569,19/05/2020,1000,24,Employed - full time,To put debts all in one place,0
3719188,19/05/2020,3000,60,Employed - full time,Vets bills,0
3726355,20/05/2020,1000,12,Employed - part time,short term cash,0
3728125,20/05/2020,2000,30,Employed - full time,dentist fees,0
3745094,21/05/2020,1500,36,Employed - full time,Sylwia Lach,0
3746218,21/05/2020,17500,48,Employed - part time,New cooker,0
3747757,21/05/2020,4000,36,Employed - full time,Repairs,1
3750248,21/05/2020,1000,24,Employed - full time,carpets,0
3751017,21/05/2020,4000,36,Employed - full time,Vet bills,0
3781271,22/05/2020,1500,24,Employed - part time,Yes,0
3790260,22/05/2020,9500,36,Employed - full time,Marrage,0
3798458,23/05/2020,5000,48,Employed - full time,Family funeral,1
3801165,23/05/2020,8500,30,Employed - full time,Household items,0
3811611,23/05/2020,1000,12,Employed - full time,To renovate my house and pay bills,0
3823047,23/05/2020,14000,60,Employed - full time,Multiple purposes,0
3824428,23/05/2020,10000,60,Employed - full time,Medical bill,0
3833460,24/05/2020,2000,30,Employed - full time,lawyers fees,0
3854803,25/05/2020,6000,48,Employed - full time,settee and carpet,0
3855534,25/05/2020,1200,18,Employed - full time,Short term extra money,0
3881732,26/05/2020,10000,60,Employed - full time,Broken boiler,1
3891584,26/05/2020,1000,12,Employed - full time,Walt Disney,0
3891650,26/05/2020,10000,36,Employed - full time,Investment,0
3892485,26/05/2020,7000,60,Employed - full time,£194,0
3898500,26/05/2020,5000,60,Employed - full time,Company investment,0
3915265,27/05/2020,4000,60,Employed - full time,groceries,1
3933131,27/05/2020,1500,12,Retired,House hold,0
3939662,28/05/2020,1000,12,Employed - full time,Household,0
3940440,28/05/2020,7500,36,Employed - full time,Other,0
3941866,28/05/2020,14000,60,Employed - full time,New Windows and Front Door,0
3943697,28/05/2020,2000,18,Employed - full time,Electricals,0
